country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
USA,M,47,N,2004,08,others/unknown,mordiscos,tronco
AUSTRALIA,M,30,N,2004,08,others/unknown,herida,piernas
SOUTH AFRICA,Desconocido,unkwown,N,2004,08,white,others/unknown,others/unknown
USA,F,20,N,2004,07,others/unknown,mordiscos,pies
RUSSIA,M,unkwown,N,2004,07,white,mordiscos,piernas
USA,F,28,N,2004,07,others/unknown,mordiscos,piernas
USA,F,13,N,2004,07,others/unknown,laceración,brazos
USA,F,19,N,2004,07,others/unknown,mordiscos,pies
USA,M,11,N,2004,07,bull,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,N,2004,07,white,others/unknown,others/unknown
JAPAN,M,51,N,2004,07,mako,others/unknown,tronco
AUSTRALIA,M,30,Y,2004,07,others/unknown,mordiscos,piernas
EGYPT,F,14,N,2004,07,others/unknown,others/unknown,manos
USA,M,7,N,2004,07,others/unknown,laceración,pies
USA,M,45,N,2004,06,white,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,2004,06,others/unknown,others/unknown,others/unknown
USA,F,unkwown,N,2004,06,others/unknown,mordiscos,pies
AUSTRALIA,M,17,N,2004,06,whaler,laceración,pies
USA,M,8,N,2004,06,others/unknown,laceración,brazos
SOUTH AFRICA,M,21,Y,2004,06,white,others/unknown,piernas
USA,M,16,N,2004,05,others/unknown,herida,others/unknown
BRAZIL,M,17,N,2004,05,bull,mordiscos,piernas
USA,M,44,N,2004,05,others/unknown,others/unknown,others/unknown
USA,M,9,N,2004,05,others/unknown,laceración,piernas
USA,M,9,Desconocido,2004,05,others/unknown,others/unknown,pies
USA,F,9,N,2004,05,others/unknown,mordiscos,pies
BRAZIL,F,24,N,2004,05,others/unknown,mordiscos,piernas
BAHAMAS,M,63,N,2004,05,reef,mordiscos,brazos
USA,M,28,N,2004,05,mako,mordiscos,others/unknown
BRAZIL,M,22,Y,2004,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,2004,04,wobbegong,herida,manos
NEW ZEALAND,Desconocido,unkwown,N,2004,04,white,others/unknown,others/unknown
 TONGA,M,unkwown,Y,2004,04,others/unknown,mordiscos,piernas
 TONGA,M,unkwown,Y,2004,04,others/unknown,mordiscos,brazos
USA,M,57,Y,2004,04,tiger,others/unknown,piernas
SOUTH AFRICA,M,16,N,2004,04,white,laceración,piernas
USA,F,22,Desconocido,2004,04,others/unknown,others/unknown,others/unknown
USA,M,26,N,2004,03,others/unknown,mordiscos,pies
USA,M,20,N,2004,03,bull,herida,pies
BRAZIL,M,22,N,2004,03,bull,mordiscos,piernas
USA,M,unkwown,N,2004,03,bull,mordiscos,pies
REUNION,M,20,N,2004,03,others/unknown,mordiscos,piernas
USA,M,61,N,2004,03,others/unknown,laceración,brazos
USA,F,unkwown,N,2004,03,others/unknown,laceración,pies
NEW ZEALAND,M,unkwown,N,2004,03,whaler,others/unknown,others/unknown
USA,M,51,N,2004,03,tiger,mordiscos,others/unknown
AUSTRALIA,M,47,N,2004,03,whaler,mordiscos,piernas
BRAZIL,M,29,Y,2004,02,others/unknown,mordiscos,piernas
NEW ZEALAND,M,15,N,2004,02,sevengill,laceración,piernas
AUSTRALIA,M,unkwown,N,2004,02,others/unknown,laceración,others/unknown
AUSTRALIA,M,31,Desconocido,2004,02,others/unknown,others/unknown,others/unknown
EGYPT,M,unkwown,Y,2004,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,22,N,2004,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,46,N,2004,01,white,mordiscos,piernas
URUGUAY,M,21,N,2004,01,tiger,herida,pies
NEW ZEALAND,M,unkwown,Desconocido,2004,01,others/unknown,others/unknown,others/unknown
VENEZUELA,M,unkwown,N,2004,01,bull,mordiscos,tronco
VENEZUELA,M,40,N,2004,01,bull,mordiscos,piernas
SOUTH AFRICA,M,unkwown,N,2004,01,mako,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,2004,01,raggedtooth,others/unknown,others/unknown
SOUTH AFRICA,M,22,N,2004,01,raggedtooth,laceración,pies
NEW ZEALAND,M,unkwown,Desconocido,2004,01,others/unknown,others/unknown,tronco
EGYPT,Desconocido,unkwown,Y,2004,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,2004,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,Desconocido,unkwown,N,2003,12,mako,others/unknown,others/unknown
USA,M,28,Desconocido,2003,12,others/unknown,laceración,piernas
USA,M,13,N,2003,12,others/unknown,mordiscos,pies
NEW ZEALAND,M,45,Y,2003,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,36,N,2003,12,others/unknown,others/unknown,pies
AUSTRALIA,M,unkwown,N,2003,11,wobbegong,mordiscos,piernas
AUSTRALIA,M,unkwown,N,2003,11,wobbegong,mordiscos,pies
SOUTH AFRICA,M,21,Y,2003,11,tiger,others/unknown,manos
USA,F,35,N,2003,11,others/unknown,others/unknown,piernas
INDIA,M,35,N,2003,11,tiger,laceración,manos
USA,M,24,N,2003,11,others/unknown,laceración,manos
EGYPT,M,unkwown,N,2003,11,white,others/unknown,brazos
SOUTH AFRICA,Desconocido,unkwown,N,2003,11,white,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,2003,11,others/unknown,laceración,piernas
PANAMA,M,unkwown,N,2003,11,nurse,mordiscos,brazos
USA,M,18,N,2003,10,others/unknown,mordiscos,pies
AUSTRALIA,M,22,N,2003,10,nurse,laceración,pies
USA,F,13,N,2003,10,tiger,others/unknown,tronco
USA,M,46,N,2003,10,others/unknown,laceración,pies
USA,M,56,Desconocido,2003,10,others/unknown,laceración,brazos
USA,M,19,N,2003,10,others/unknown,mordiscos,pies
USA,M,unkwown,Y,2003,10,others/unknown,mordiscos,tronco
USA,F,unkwown,N,2003,10,others/unknown,herida,manos
USA,M,18,N,2003,10,others/unknown,laceración,pies
USA,M,30,N,2003,10,others/unknown,mordiscos,pies
USA,M,50,N,2003,10,others/unknown,mordiscos,pies
USA,F,41,N,2003,10,grey,others/unknown,piernas
FIJI,M,40,Y,2003,09,others/unknown,mordiscos,tronco
USA,M,16,N,2003,09,others/unknown,laceración,brazos
USA,M,21,N,2003,09,others/unknown,mordiscos,pies
USA,M,19,N,2003,09,others/unknown,laceración,pies
USA,M,17,N,2003,09,others/unknown,herida,pies
USA,M,30,N,2003,09,others/unknown,laceración,pies
SOUTH AFRICA,Desconocido,31,N,2003,09,others/unknown,mordiscos,others/unknown
USA,F,9,Desconocido,2003,09,others/unknown,herida,piernas
USA,M,18,N,2003,09,others/unknown,others/unknown,piernas
USA,M,15,N,2003,09,others/unknown,laceración,pies
SOUTH AFRICA,M,19,Y,2003,09,white,mordiscos,piernas
USA,M,unkwown,N,2003,09,others/unknown,laceración,others/unknown
USA,M,unkwown,N,2003,08,bull,mordiscos,brazos
USA,F,50,Y,2003,08,white,mordiscos,piernas
USA,M,31,Desconocido,2003,08,others/unknown,laceración,pies
SOUTH AFRICA,M,16,N,2003,08,white,mordiscos,others/unknown
AUSTRALIA,M,37,N,2003,07,others/unknown,mordiscos,others/unknown
USA,M,18,N,2003,07,others/unknown,laceración,manos
USA,F,15,N,2003,07,others/unknown,others/unknown,pies
BAHAMAS,M,58,N,2003,07,others/unknown,mordiscos,piernas
USA,M,10,N,2003,07,others/unknown,herida,pies
USA,M,21,N,2003,07,others/unknown,mordiscos,pies
BAHAMAS,M,51,N,2003,07,bull,mordiscos,piernas
USA,M,unkwown,N,2003,07,hammerhead,laceración,others/unknown
FRENCH POLYNESIA,M,unkwown,N,2003,07,others/unknown,mordiscos,piernas
NEW ZEALAND,M,unkwown,N,2003,07,reef,mordiscos,tronco
USA,M,17,N,2003,06,others/unknown,laceración,pies
USA,M,15,N,2003,06,others/unknown,laceración,pies
BRAZIL,M,unkwown,Y,2003,06,others/unknown,others/unknown,others/unknown
USA,F,12,N,2003,06,others/unknown,laceración,piernas
USA,M,60,N,2003,06,others/unknown,mordiscos,pies
USA,M,51,N,2003,06,others/unknown,mordiscos,piernas
USA,M,33,N,2003,06,sand,mordiscos,manos
USA,Desconocido,15,N,2003,06,others/unknown,herida,pies
USA,F,22,Desconocido,2003,06,others/unknown,laceración,pies
USA,M,18,N,2003,05,others/unknown,laceración,pies
USA,M,22,N,2003,05,others/unknown,mordiscos,pies
USA,M,20,N,2003,05,reef,mordiscos,piernas
USA,M,34,N,2003,05,others/unknown,mordiscos,pies
USA,F,9,N,2003,05,others/unknown,laceración,piernas
PHILIPPINES,Desconocido,unkwown,N,2003,05,white,others/unknown,brazos
BRAZIL,M,unkwown,N,2003,04,others/unknown,laceración,piernas
BRAZIL,M,16,N,2003,04,others/unknown,mordiscos,manos
BRAZIL,M,17,N,2003,04,bull,mordiscos,piernas
BRAZIL,M,7,N,2003,04,others/unknown,laceración,manos
USA,M,36,N,2003,04,others/unknown,mordiscos,piernas
USA,M,17,N,2003,04,others/unknown,others/unknown,others/unknown
USA,M,30,N,2003,04,others/unknown,mordiscos,pies
USA,M,23,N,2003,04,others/unknown,laceración,pies
USA,M,18,N,2003,04,others/unknown,mordiscos,pies
USA,M,11,N,2003,04,others/unknown,mordiscos,pies
USA,M,12,N,2003,04,others/unknown,laceración,piernas
USA,M,20,N,2003,04,others/unknown,laceración,piernas
VENEZUELA,M,28,N,2003,04,mako,mordiscos,piernas
USA,M,unkwown,N,2003,04,others/unknown,laceración,brazos
USA,M,50,N,2003,04,others/unknown,mordiscos,manos
USA,F,unkwown,N,2003,03,others/unknown,others/unknown,manos
NEW ZEALAND,M,44,N,2003,02,white,laceración,brazos
AUSTRALIA,M,37,N,2003,02,others/unknown,laceración,pies
USA,M,54,N,2003,02,others/unknown,mordiscos,manos
AUSTRALIA,M,24,N,2003,02,nurse,herida,piernas
AUSTRALIA,M,84,Y,2003,02,bull,others/unknown,others/unknown
SOUTH AFRICA,M,14,Desconocido,2003,01,others/unknown,mordiscos,tronco
COSTA RICA,M,unkwown,N,2003,01,bull,laceración,piernas
AUSTRALIA,F,unkwown,N,2003,01,whaler,mordiscos,others/unknown
AUSTRALIA,F,18,N,2002,12,hammerhead,laceración,brazos
SOUTH AFRICA,M,25,N,2002,12,white,laceración,brazos
AUSTRALIA,M,26,N,2002,12,wobbegong,mordiscos,others/unknown
AUSTRALIA,M,11,Desconocido,2002,12,others/unknown,laceración,pies
AUSTRALIA,M,23,Y,2002,12,bull,others/unknown,others/unknown
BRAZIL,M,19,Y,2002,12,others/unknown,others/unknown,others/unknown
MICRONESIA,M,unkwown,N,2002,11,blacktip,others/unknown,piernas
USA,M,48,N,2002,11,white,laceración,piernas
USA,F,34,N,2002,11,grey,mordiscos,tronco
TURKS & CAICOS,F,41,N,2002,11,reef,mordiscos,tronco
USA,M,21,N,2002,11,others/unknown,laceración,others/unknown
USA,M,16,N,2002,11,others/unknown,herida,pies
FRENCH POLYNESIA,M,52,N,2002,11,others/unknown,others/unknown,others/unknown
USA,F,60,N,2002,10,others/unknown,mordiscos,pies
BRAZIL,M,36,Y,2002,10,tiger,others/unknown,tronco
USA,M,21,N,2002,10,others/unknown,mordiscos,pies
USA,M,14,N,2002,10,blacktip,laceración,manos
USA,M,35,N,2002,10,others/unknown,laceración,piernas
USA,M,18,N,2002,10,others/unknown,laceración,manos
USA,M,47,N,2002,09,others/unknown,laceración,manos
USA,M,32,N,2002,09,others/unknown,mordiscos,manos
USA,M,55,N,2002,09,blacktip,mordiscos,others/unknown
USA,M,0,N,2002,09,blacktip,laceración,others/unknown
TONGA,M,0,N,2002,09,tiger,laceración,piernas
USA,M,24,N,2002,09,others/unknown,laceración,pies
USA,M,35,N,2002,09,others/unknown,others/unknown,others/unknown
BRAZIL,M,19,N,2002,09,tiger,mordiscos,piernas
USA,Desconocido,unkwown,N,2002,09,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,47,N,2002,09,white,others/unknown,others/unknown
USA,M,20,N,2002,09,others/unknown,mordiscos,piernas
USA,M,36,N,2002,09,hammerhead,herida,pies
USA,M,16,N,2002,08,tiger,laceración,pies
USA,F,29,N,2002,08,others/unknown,mordiscos,piernas
USA,M,27,N,2002,08,others/unknown,mordiscos,others/unknown
USA,M,15,N,2002,08,nurse,laceración,pies
USA,M,15,N,2002,08,others/unknown,laceración,piernas
UNITED KINGDOM,M,30,N,2002,08,tiger,mordiscos,manos
USA,M,14,N,2002,08,others/unknown,laceración,piernas
USA,M,13,N,2002,07,blacktip,mordiscos,pies
USA,F,15,N,2002,07,bull,mordiscos,piernas
USA,M,19,N,2002,07,others/unknown,laceración,piernas
USA,M,41,Y,2002,07,mako,others/unknown,others/unknown
BRAZIL,M,22,N,2002,07,tiger,others/unknown,manos
USA,F,9,N,2002,07,bull,mordiscos,piernas
AUSTRALIA,M,30,N,2002,06,others/unknown,others/unknown,pies
USA,F,11,N,2002,06,others/unknown,laceración,piernas
INDONESIA,Desconocido,unkwown,Desconocido,2002,06,others/unknown,others/unknown,piernas
PAPUA NEW GUINEA,Desconocido,unkwown,N,2002,06,others/unknown,laceración,brazos
PAPUA NEW GUINEA,Desconocido,unkwown,Y,2002,06,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,2002,06,tiger,mordiscos,others/unknown
USA,M,28,N,2002,06,others/unknown,laceración,manos
USA,M,50,N,2002,06,others/unknown,others/unknown,pies
USA,M,10,N,2002,06,others/unknown,laceración,piernas
SOUTH AFRICA,M,50,N,2002,06,others/unknown,mordiscos,brazos
USA,M,24,N,2002,05,white,laceración,piernas
USA,M,16,N,2002,05,others/unknown,laceración,pies
USA,M,55,N,2002,05,blacktip,mordiscos,piernas
USA,M,35,N,2002,05,others/unknown,others/unknown,pies
COSTA RICA,M,unkwown,N,2002,05,bull,others/unknown,others/unknown
PAPUA NEW GUINEA,M,14,N,2002,05,others/unknown,laceración,manos
USA,M,31,N,2002,05,others/unknown,laceración,brazos
BRAZIL,M,40,N,2002,05,others/unknown,others/unknown,piernas
AUSTRALIA,M,20,N,2002,05,others/unknown,others/unknown,manos
AUSTRALIA,M,23,Y,2002,04,white,mordiscos,piernas
AUSTRALIA,M,52,Desconocido,2002,04,others/unknown,others/unknown,others/unknown
USA,M,34,N,2002,04,others/unknown,mordiscos,pies
USA,M,28,N,2002,04,others/unknown,mordiscos,pies
AUSTRALIA,M,45,N,2002,04,others/unknown,mordiscos,pies
BAHAMAS,M,43,N,2002,04,bull,mordiscos,piernas
USA,M,41,N,2002,04,others/unknown,laceración,pies
USA,M,29,N,2002,04,others/unknown,mordiscos,brazos
USA,M,17,N,2002,03,tiger,others/unknown,piernas
USA,F,11,N,2002,03,others/unknown,mordiscos,pies
BRAZIL,M,16,Y,2002,03,others/unknown,others/unknown,others/unknown
USA,M,20,N,2002,03,others/unknown,others/unknown,pies
USA,M,51,N,2002,03,nurse,mordiscos,brazos
USA,M,31,N,2002,03,spinner,herida,piernas
NEW CALEDONIA,M,44,Desconocido,2002,03,others/unknown,others/unknown,tronco
TURKS & CAICOS,M,unkwown,Y,2002,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,33,N,2002,02,whaler,mordiscos,pies
FIJI,M,15,Y,2002,02,others/unknown,laceración,piernas
AUSTRALIA,M,35,N,2002,02,others/unknown,mordiscos,tronco
AUSTRALIA,M,20,N,2002,01,tiger,others/unknown,others/unknown
AUSTRALIA,M,32,N,2002,01,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,16,N,2002,01,zambesi,mordiscos,piernas
BRAZIL,Desconocido,unkwown,Y,2002,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,26,N,2002,01,others/unknown,mordiscos,piernas
USA,M,35,N,2002,01,tiger,laceración,piernas
AUSTRALIA,M,36,N,2001,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,49,N,2001,11,whaler,others/unknown,others/unknown
USA,Desconocido,unkwown,N,2001,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,2001,11,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,2001,10,mako,others/unknown,others/unknown
AUSTRALIA,F,20,N,2001,10,whaler,laceración,tronco
MEXICO,M,26,N,2001,09,tiger,others/unknown,manos
AUSTRALIA,M,31,N,2001,09,white,others/unknown,others/unknown
USA,M,21,N,2001,09,others/unknown,laceración,pies
USA,M,14,N,2001,09,others/unknown,others/unknown,pies
USA,M,42,Y,2001,09,others/unknown,others/unknown,others/unknown
USA,M,6,N,2001,09,others/unknown,laceración,tronco
USA,M,16,N,2001,09,others/unknown,mordiscos,pies
UNITED KINGDOM,M,unkwown,N,2001,09,tiger,mordiscos,cabeza
USA,M,44,N,2001,09,others/unknown,laceración,piernas
USA,M,13,N,2001,09,others/unknown,others/unknown,piernas
USA,F,unkwown,N,2001,09,others/unknown,others/unknown,manos
USA,M,28,Y,2001,09,white,others/unknown,others/unknown
USA,F,23,N,2001,09,white,others/unknown,pies
USA,M,20,N,2001,09,others/unknown,laceración,piernas
USA,M,10,Y,2001,09,bull,mordiscos,piernas
BAHAMAS,M,44,N,2001,08,bull,laceración,tronco
USA,F,29,N,2001,08,others/unknown,laceración,brazos
USA,M,69,N,2001,08,others/unknown,laceración,pies
USA,M,18,N,2001,08,others/unknown,mordiscos,piernas
USA,M,18,N,2001,08,others/unknown,mordiscos,piernas
USA,M,17,N,2001,08,others/unknown,laceración,pies
USA,M,27,N,2001,08,others/unknown,laceración,piernas
USA,M,32,N,2001,08,others/unknown,others/unknown,pies
USA,F,17,N,2001,08,others/unknown,laceración,piernas
USA,F,17,N,2001,08,others/unknown,laceración,pies
USA,M,20,N,2001,08,blacktip,others/unknown,pies
USA,M,19,N,2001,08,blacktip,others/unknown,tronco
USA,M,19,N,2001,08,blacktip,mordiscos,pies
BAHAMAS,M,43,N,2001,08,bull,mordiscos,piernas
THAILAND,M,21,N,2001,08,others/unknown,mordiscos,piernas
USA,F,unkwown,N,2001,08,others/unknown,mordiscos,others/unknown
BAHAMAS,M,36,N,2001,08,others/unknown,mordiscos,piernas
ITALY,Desconocido,unkwown,N,2001,08,others/unknown,others/unknown,others/unknown
USA,F,unkwown,N,2001,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,2001,07,others/unknown,others/unknown,others/unknown
USA,F,unkwown,N,2001,07,nurse,mordiscos,piernas
USA,Desconocido,unkwown,N,2001,07,mako,golpe,others/unknown
USA,M,48,N,2001,07,others/unknown,laceración,pies
USA,M,18,N,2001,07,others/unknown,laceración,pies
MEXICO,M,42,N,2001,07,others/unknown,mordiscos,pies
USA,M,8,N,2001,07,bull,others/unknown,brazos
USA,Desconocido,unkwown,N,2001,07,others/unknown,mordiscos,manos
USA,M,35,N,2001,07,others/unknown,others/unknown,pies
USA,M,14,N,2001,06,others/unknown,laceración,piernas
USA,M,52,N,2001,06,white,others/unknown,others/unknown
AUSTRALIA,M,75,Desconocido,2001,06,others/unknown,others/unknown,others/unknown
USA,F,29,N,2001,06,others/unknown,herida,manos
USA,M,16,N,2001,05,others/unknown,others/unknown,others/unknown
USA,M,11,N,2001,05,others/unknown,laceración,others/unknown
USA,M,unkwown,N,2001,05,others/unknown,laceración,piernas
PHILIPPINES,M,24,N,2001,05,others/unknown,mordiscos,brazos
MADAGASCAR,M,unkwown,Desconocido,2001,05,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,26,N,2001,05,white,mordiscos,piernas
AUSTRALIA,M,35,N,2001,05,others/unknown,mordiscos,tronco
USA,M,45,N,2001,05,others/unknown,laceración,pies
FIJI,M,unkwown,Y,2001,05,others/unknown,others/unknown,others/unknown
USA,M,14,N,2001,04,others/unknown,laceración,piernas
USA,M,16,N,2001,04,others/unknown,laceración,pies
USA,M,12,N,2001,04,blacktip,laceración,pies
USA,M,35,N,2001,04,others/unknown,laceración,piernas
USA,M,38,N,2001,04,others/unknown,laceración,pies
USA,M,21,N,2001,04,blacktip,others/unknown,pies
USA,M,12,N,2001,04,blacktip,laceración,pies
USA,M,22,N,2001,04,blacktip,laceración,pies
USA,M,19,N,2001,04,blacktip,others/unknown,pies
USA,M,22,N,2001,04,others/unknown,laceración,pies
USA,M,unkwown,N,2001,04,white,laceración,manos
USA,Desconocido,16,N,2001,04,blacktip,laceración,pies
SOUTH AFRICA,M,46,N,2001,04,white,mordiscos,piernas
AUSTRALIA,M,unkwown,N,2001,04,wobbegong,laceración,manos
USA,M,26,N,2001,04,others/unknown,laceración,pies
BRAZIL,F,12,N,2001,04,others/unknown,mordiscos,piernas
AUSTRALIA,M,40,N,2001,04,whaler,mordiscos,piernas
USA,M,unkwown,N,2001,03,others/unknown,mordiscos,tronco
USA,M,unkwown,N,2001,03,spinner,laceración,manos
BRAZIL,M,12,Desconocido,2001,03,others/unknown,laceración,piernas
BRAZIL,M,20,Y,2001,03,others/unknown,others/unknown,others/unknown
CARIBBEAN SEA,Desconocido,unkwown,Y,2001,03,tiger,others/unknown,tronco
AUSTRALIA,Desconocido,unkwown,N,2001,02,white,others/unknown,others/unknown
MALAYSIA,F,unkwown,Desconocido,2001,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,40,N,2001,02,whaler,mordiscos,piernas
AUSTRALIA,M,35,N,2001,01,others/unknown,mordiscos,others/unknown
CUBA,F,55,N,2001,01,others/unknown,mordiscos,brazos
AUSTRALIA,Desconocido,unkwown,N,2001,01,white,others/unknown,others/unknown
USA,M,unkwown,N,2001,01,others/unknown,others/unknown,pies
NEW ZEALAND,M,unkwown,N,2001,01,white,mordiscos,others/unknown
AUSTRALIA,M,23,N,2000,12,others/unknown,mordiscos,manos
FIJI,M,47,Y,2000,12,others/unknown,others/unknown,piernas
AUSTRALIA,Desconocido,unkwown,N,2000,12,white,others/unknown,others/unknown
CANADA,M,30,N,2000,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,38,N,2000,12,whaler,mordiscos,brazos
NEW ZEALAND,F,unkwown,Y,2000,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,28,N,2000,11,tiger,others/unknown,others/unknown
AUSTRALIA,M,47,Desconocido,2000,11,others/unknown,others/unknown,others/unknown
USA,M,73,N,2000,11,others/unknown,laceración,piernas
USA,F,27,Desconocido,2000,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,52,N,2000,11,white,laceración,piernas
AUSTRALIA,M,49,Y,2000,11,white,mordiscos,piernas
USA,M,27,N,2000,11,white,mordiscos,piernas
AUSTRALIA,Desconocido,31,N,2000,10,white,others/unknown,others/unknown
USA,M,23,N,2000,10,others/unknown,laceración,piernas
USA,F,56,N,2000,10,tiger,laceración,tronco
USA,M,69,N,2000,10,others/unknown,laceración,manos
USA,M,17,N,2000,10,others/unknown,laceración,pies
USA,M,23,N,2000,10,blacktip,laceración,manos
USA,M,11,N,2000,10,others/unknown,laceración,pies
USA,M,24,N,2000,10,others/unknown,laceración,brazos
USA,M,unkwown,N,2000,09,white,others/unknown,others/unknown
AUSTRALIA,M,17,Y,2000,09,white,others/unknown,others/unknown
AUSTRALIA,M,25,Y,2000,09,white,others/unknown,others/unknown
AUSTRALIA,M,12,N,2000,09,blue,laceración,pies
OKINAWA,M,31,Y,2000,09,white,others/unknown,others/unknown
USA,Desconocido,unkwown,N,2000,09,others/unknown,others/unknown,others/unknown
USA,M,49,N,2000,09,others/unknown,laceración,piernas
