country,sex,age,fatality,año,mes,shark_specimen,tipo_lesion,lugar_lesion
SPAIN,Desconocido,unkwown,N,1924,03,others/unknown,mordiscos,others/unknown
AUSTRALIA,F,30,N,1924,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Desconocido,1924,02,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,22,Y,1924,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,N,1924,01,others/unknown,laceración,pies
AUSTRALIA,M,16,Y,1924,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,N,1923,12,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,Y,1923,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1923,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1923,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1923,10,others/unknown,mordiscos,tronco
AUSTRALIA,Desconocido,unkwown,N,1923,10,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,N,1923,10,others/unknown,others/unknown,brazos
GUYANA,M,unkwown,N,1923,08,others/unknown,herida,piernas
AUSTRALIA,M,unkwown,N,1923,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1923,06,others/unknown,others/unknown,others/unknown
MEXICO,Desconocido,unkwown,N,1923,06,others/unknown,golpe,others/unknown
AUSTRALIA,M,unkwown,N,1923,05,others/unknown,herida,pies
AUSTRALIA,M,unkwown,Y,1923,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1923,03,others/unknown,laceración,piernas
USA,M,25,N,1923,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Desconocido,1923,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,13,Y,1923,01,others/unknown,mordiscos,piernas
CUBA,M,unkwown,Desconocido,1923,01,dusky,others/unknown,others/unknown
USA,M,unkwown,N,1923,00,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,Y,1923,00,others/unknown,mordiscos,tronco
USA,M,unkwown,N,1923,00,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1923,00,others/unknown,others/unknown,piernas
USA,F,unkwown,Y,1922,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,19,Y,1922,12,blue,others/unknown,tronco
BARBADOS,M,16,Y,1922,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1922,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1922,09,others/unknown,others/unknown,others/unknown
ENGLAND,M,unkwown,Y,1922,09,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1922,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1922,07,others/unknown,mordiscos,piernas
USA,F,18,Y,1922,06,others/unknown,mordiscos,piernas
JAMAICA,M,19,Y,1922,05,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,18,N,1922,05,white,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1922,04,others/unknown,others/unknown,others/unknown
JAMAICA,M,unkwown,N,1922,03,others/unknown,others/unknown,others/unknown
JAMAICA,F,14,Y,1922,03,others/unknown,others/unknown,piernas
AUSTRALIA,M,21,Y,1922,03,white,laceración,piernas
AUSTRALIA,M,unkwown,Desconocido,1922,02,others/unknown,others/unknown,tronco
AUSTRALIA,M,18,Y,1922,02,white,mordiscos,tronco
IRAQ,M,unkwown,Y,1922,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,54,Y,1922,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1922,01,nurse,laceración,piernas
AUSTRALIA,M,26,Y,1922,01,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,20,N,1921,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,8,Y,1921,11,others/unknown,others/unknown,tronco
AUSTRALIA,M,40,N,1921,11,others/unknown,mordiscos,tronco
FIJI,Desconocido,unkwown,Y,1921,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1921,10,others/unknown,laceración,tronco
AUSTRALIA,M,22,Y,1921,10,others/unknown,mordiscos,piernas
ENGLAND,M,unkwown,N,1921,09,blue,mordiscos,piernas
AUSTRALIA,M,unkwown,N,1921,08,others/unknown,laceración,brazos
PHILIPPINES,M,21,Y,1921,08,others/unknown,laceración,tronco
CUBA,M,unkwown,Y,1921,07,others/unknown,others/unknown,others/unknown
PHILIPPINES,Desconocido,unkwown,Desconocido,1921,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1920,11,others/unknown,laceración,piernas
HAITI,M,unkwown,Y,1921,08,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1920,11,others/unknown,others/unknown,piernas
PHILIPPINES,M,unkwown,Y,1920,11,others/unknown,others/unknown,others/unknown
USA,M,30,Desconocido,1920,07,others/unknown,others/unknown,tronco
AUSTRALIA,M,unkwown,N,1920,07,others/unknown,laceración,tronco
USA,M,13,N,1920,06,others/unknown,mordiscos,piernas
CANADA,Desconocido,unkwown,N,1920,06,others/unknown,others/unknown,manos
AUSTRALIA,M,20,N,1920,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1920,01,others/unknown,laceración,pies
SOUTH AFRICA,F,18,N,1920,02,others/unknown,mordiscos,tronco
AUSTRALIA,M,unkwown,Y,1920,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,12,Y,1920,01,others/unknown,mordiscos,piernas
JAMAICA,M,unkwown,Y,1920,00,others/unknown,others/unknown,others/unknown
NEW ZEALAND,F,unkwown,N,1920,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,12,N,1920,00,others/unknown,mordiscos,piernas
AUSTRALIA,M,29,N,1919,12,others/unknown,laceración,piernas
AUSTRALIA,M,47,Y,1919,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,N,1919,11,others/unknown,laceración,others/unknown
COSTA RICA,M,unkwown,Y,1919,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1919,08,others/unknown,laceración,piernas
USA,M,unkwown,N,1919,05,others/unknown,mordiscos,pies
USA,M,unkwown,Y,1919,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1919,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1919,01,others/unknown,amputacion,piernas
NEW ZEALAND,F,unkwown,N,1919,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,13,Y,1919,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,38,Y,1919,01,others/unknown,mordiscos,piernas
ITALY,M,unkwown,N,1900,00,others/unknown,others/unknown,others/unknown
USA,F,unkwown,N,1919,00,others/unknown,others/unknown,piernas
USA,M,unkwown,Y,1918,11,others/unknown,others/unknown,others/unknown
SAN DOMINGO,M,unkwown,Y,1918,11,tiger,others/unknown,others/unknown
AUSTRALIA,M,22,Y,1918,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1918,03,others/unknown,laceración,brazos
AUSTRALIA,M,unkwown,N,1918,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1917,12,others/unknown,laceración,piernas
MOZAMBIQUE,M,unkwown,Y,1917,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1917,09,others/unknown,laceración,piernas
USA,M,unkwown,N,1917,09,others/unknown,laceración,brazos
PANAMA,M,unkwown,Y,1917,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1917,07,others/unknown,others/unknown,others/unknown
IRELAND,M,unkwown,Y,1917,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1917,06,others/unknown,mordiscos,brazos
PHILIPPINES,M,unkwown,Y,1917,05,others/unknown,others/unknown,others/unknown
KUWAIT,M,unkwown,N,1917,05,others/unknown,mordiscos,tronco
LIBYA,M,unkwown,N,1917,00,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,25,N,1916,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,41,Y,1916,12,others/unknown,others/unknown,tronco
AUSTRALIA,F,unkwown,N,1916,12,others/unknown,others/unknown,piernas
PANAMA,M,unkwown,N,1916,11,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Y,1916,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,27,Y,1916,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1916,10,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1916,08,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1916,07,others/unknown,laceración,brazos
USA,F,unkwown,Desconocido,1916,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1916,07,others/unknown,others/unknown,pies
USA,M,12,N,1916,07,others/unknown,mordiscos,piernas
USA,M,24,Y,1916,07,others/unknown,mordiscos,piernas
USA,M,10,Y,1916,07,others/unknown,mordiscos,piernas
BAHAMAS,M,unkwown,Y,1916,07,others/unknown,others/unknown,others/unknown
SPAIN,M,unkwown,N,1916,07,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,N,1916,07,others/unknown,others/unknown,pies
USA,M,unkwown,Y,1916,07,white,others/unknown,others/unknown
USA,M,24,Y,1916,07,white,mordiscos,piernas
USA,M,11,N,1916,06,others/unknown,mordiscos,pies
ATLANTIC OCEAN,M,unkwown,Y,1916,06,others/unknown,others/unknown,others/unknown
USA,M,26,N,1916,06,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1916,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,17,Y,1916,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1916,03,others/unknown,laceración,pies
AUSTRALIA,M,unkwown,N,1915,12,others/unknown,laceración,piernas
AUSTRALIA,M,10,N,1915,11,others/unknown,mordiscos,brazos
AUSTRALIA,M,unkwown,N,1915,11,others/unknown,laceración,pies
USA,M,unkwown,N,1915,08,others/unknown,laceración,piernas
MEXICO,M,unkwown,Y,1915,07,others/unknown,others/unknown,others/unknown
MEXICO,M,unkwown,Y,1915,07,others/unknown,others/unknown,others/unknown
EGYPT,M,unkwown,Desconocido,1915,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1915,03,others/unknown,mordiscos,tronco
AUSTRALIA,M,unkwown,N,1915,02,others/unknown,mordiscos,pies
NEW ZEALAND,M,unkwown,Desconocido,1915,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,17,Y,1915,01,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1915,00,white,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1914,12,others/unknown,laceración,piernas
SAMOA,F,unkwown,N,1914,10,others/unknown,mordiscos,piernas
JAMAICA,M,unkwown,Y,1914,09,others/unknown,others/unknown,others/unknown
USA,M,17,Y,1914,09,others/unknown,others/unknown,others/unknown
CROATIA,F,unkwown,N,1914,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1914,07,others/unknown,others/unknown,piernas
CROATIA,M,unkwown,N,1914,07,others/unknown,others/unknown,others/unknown
MONTENEGRO,M,unkwown,N,1914,06,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,43,Y,1914,06,others/unknown,others/unknown,others/unknown
NEW CALEDONIA,M,unkwown,Y,1914,05,others/unknown,others/unknown,others/unknown
USA,F,unkwown,N,1914,05,others/unknown,laceración,manos
USA,M,unkwown,Desconocido,1914,03,others/unknown,others/unknown,others/unknown
GUYANA,M,unkwown,Y,1914,03,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1914,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1914,02,tiger,laceración,pies
AUSTRALIA,M,unkwown,N,1914,02,others/unknown,laceración,brazos
AUSTRALIA,F,unkwown,N,1914,01,others/unknown,laceración,piernas
SOUTH AFRICA,F,unkwown,Desconocido,1914,00,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1913,12,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Y,1913,12,others/unknown,others/unknown,others/unknown
NIGERIA,M,unkwown,Y,1913,11,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,12,N,1913,11,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1913,09,hammerhead,others/unknown,others/unknown
CROATIA,M,unkwown,N,1913,09,others/unknown,mordiscos,others/unknown
USA,M,unkwown,Desconocido,1913,08,others/unknown,others/unknown,piernas
USA,F,unkwown,Desconocido,1913,08,others/unknown,others/unknown,pies
ITALY,Desconocido,unkwown,Desconocido,1913,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1913,07,others/unknown,others/unknown,others/unknown
COSTA RICA,M,unkwown,Y,1913,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1913,05,others/unknown,mordiscos,manos
AUSTRALIA,M,unkwown,N,1913,05,others/unknown,laceración,piernas
SAMOA,M,unkwown,N,1913,03,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,N,1913,01,tiger,mordiscos,tronco
REUNION,M,unkwown,Y,1913,00,others/unknown,others/unknown,others/unknown
REUNION,M,unkwown,Y,1913,00,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1913,00,others/unknown,others/unknown,brazos
PHILIPPINES,F,19,Y,1912,11,others/unknown,others/unknown,others/unknown
USA,M,12,Y,1912,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1912,07,others/unknown,others/unknown,others/unknown
SOLOMON ISLANDS,M,unkwown,Y,1912,07,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1912,05,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1912,03,others/unknown,laceración,piernas
AUSTRALIA,M,unkwown,N,1912,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,18,N,1912,02,others/unknown,mordiscos,piernas
NEW CALEDONIA,M,unkwown,N,1912,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,21,Y,1912,01,whaler,others/unknown,others/unknown
FIJI,M,7,Y,1912,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1912,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1912,01,others/unknown,others/unknown,others/unknown
SPAIN,M,unkwown,Y,1912,00,white,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1911,11,others/unknown,others/unknown,tronco
USA,M,unkwown,Y,1911,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,23,N,1911,10,others/unknown,mordiscos,others/unknown
USA,M,unkwown,Y,1911,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1911,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1911,09,others/unknown,mordiscos,piernas
SPAIN,M,unkwown,Y,1911,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1911,07,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,64,Y,1911,05,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1911,05,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,unkwown,Y,1911,05,others/unknown,others/unknown,others/unknown
NEW ZEALAND,Desconocido,unkwown,N,1911,04,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Y,1911,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,22,N,1911,01,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1911,00,others/unknown,others/unknown,pies
NEW ZEALAND,M,50,Y,1911,00,others/unknown,others/unknown,others/unknown
CROATIA,M,unkwown,Desconocido,1910,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1910,12,others/unknown,others/unknown,others/unknown
NORTH ATLANTIC OCEAN,M,unkwown,N,1910,11,others/unknown,mordiscos,manos
AUSTRALIA,M,unkwown,N,1910,11,blue,mordiscos,pies
MEXICO,M,unkwown,N,1910,06,others/unknown,mordiscos,piernas
MOZAMBIQUE,Desconocido,unkwown,Y,1910,06,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1910,05,others/unknown,others/unknown,others/unknown
PANAMA,M,unkwown,Y,1910,03,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1910,03,others/unknown,laceración,pies
USA,M,unkwown,Desconocido,1910,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1910,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1910,01,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1910,00,others/unknown,mordiscos,tronco
PHILIPPINES,M,unkwown,Desconocido,1910,00,others/unknown,others/unknown,piernas
USA,M,unkwown,N,1909,12,others/unknown,laceración,brazos
AUSTRALIA,M,unkwown,Y,1909,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1909,12,others/unknown,mordiscos,manos
INDONESIA,Desconocido,unkwown,Y,1909,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1909,09,others/unknown,others/unknown,piernas
USA,M,unkwown,Y,1909,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1909,07,others/unknown,mordiscos,piernas
USA,M,16,N,1909,07,others/unknown,laceración,piernas
MEXICO,F,unkwown,Y,1909,06,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Y,1909,06,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1909,06,others/unknown,others/unknown,piernas
SPAIN,M,unkwown,N,1909,04,others/unknown,others/unknown,others/unknown
USA,F,19,Desconocido,1909,04,others/unknown,others/unknown,tronco
TUNISIA,M,unkwown,Y,1909,04,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,F,unkwown,Y,1909,03,others/unknown,others/unknown,others/unknown
others/unknown,M,36,Desconocido,1909,01,others/unknown,others/unknown,others/unknown
ITALY,Desconocido,unkwown,Desconocido,1909,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,Desconocido,unkwown,N,1909,00,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,16,Y,1908,12,others/unknown,others/unknown,others/unknown
MEXICO,M,unkwown,Y,1908,12,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Y,1908,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1908,09,others/unknown,laceración,manos
SPAIN,M,unkwown,Y,1908,08,others/unknown,others/unknown,others/unknown
SPAIN,Desconocido,unkwown,Desconocido,1908,07,others/unknown,others/unknown,others/unknown
CROATIA,F,unkwown,Y,1908,07,white,others/unknown,piernas
EGYPT,M,unkwown,Y,1908,06,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1908,06,others/unknown,others/unknown,others/unknown
PAPUA NEW GUINEA,Desconocido,unkwown,Y,1908,06,others/unknown,others/unknown,others/unknown
INDONESIA,F,unkwown,Y,1908,05,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1908,05,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1908,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1907,12,bull,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1907,10,others/unknown,others/unknown,others/unknown
CHINA,M,unkwown,N,1907,10,others/unknown,others/unknown,manos
CHINA,M,unkwown,Y,1907,10,others/unknown,herida,others/unknown
AUSTRALIA,M,unkwown,N,1907,10,others/unknown,laceración,tronco
HAITI,M,unkwown,Desconocido,1907,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1907,10,others/unknown,amputacion,tronco
ENGLAND,M,unkwown,Desconocido,1907,09,others/unknown,others/unknown,others/unknown
CROATIA,F,unkwown,Y,1907,09,others/unknown,others/unknown,others/unknown
CROATIA,F,unkwown,Y,1907,08,others/unknown,others/unknown,others/unknown
CROATIA,M,unkwown,Y,1907,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1907,08,others/unknown,others/unknown,tronco
CROATIA,F,unkwown,Y,1907,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Desconocido,1907,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1907,07,others/unknown,others/unknown,piernas
MEXICO,M,unkwown,N,1907,04,others/unknown,laceración,piernas
USA,M,unkwown,Y,1907,03,others/unknown,mordiscos,others/unknown
MALTA,M,unkwown,Y,1907,03,white,others/unknown,others/unknown
PHILIPPINES,M,unkwown,N,1907,02,others/unknown,others/unknown,manos
NEW ZEALAND,M,55,Y,1907,02,others/unknown,mordiscos,piernas
AUSTRALIA,M,18,Y,1907,02,others/unknown,others/unknown,others/unknown
VIETNAM,M,20,N,1907,00,others/unknown,mordiscos,piernas
USA,M,unkwown,Y,1907,00,others/unknown,others/unknown,others/unknown
JAMAICA,M,unkwown,N,1906,11,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1906,10,others/unknown,mordiscos,others/unknown
USA,M,unkwown,Y,1906,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1906,10,others/unknown,others/unknown,brazos
USA,M,unkwown,Y,1906,10,others/unknown,others/unknown,others/unknown
INDONESIA,M,unkwown,N,1906,09,others/unknown,others/unknown,manos
INDONESIA,M,unkwown,Y,1906,09,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1906,09,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1906,09,mako,others/unknown,others/unknown
YEMEN ,M,unkwown,N,1906,08,others/unknown,others/unknown,piernas
USA,M,unkwown,Y,1906,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1906,07,others/unknown,others/unknown,others/unknown
MOZAMBIQUE,M,unkwown,Desconocido,1906,07,others/unknown,others/unknown,manos
INDONESIA,M,unkwown,Y,1906,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1906,04,others/unknown,others/unknown,manos
AUSTRALIA,M,17,Y,1906,04,others/unknown,others/unknown,others/unknown
INDONESIA,M,unkwown,Y,1906,04,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,18,Desconocido,1906,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,Desconocido,1906,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,31,Y,1906,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,30,Y,1906,01,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,unkwown,Y,1905,12,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Desconocido,1905,12,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,Y,1905,09,others/unknown,others/unknown,others/unknown
EGYPT,M,unkwown,Desconocido,1905,08,tiger,others/unknown,others/unknown
USA,M,unkwown,N,1905,08,others/unknown,others/unknown,pies
PHILIPPINES,M,21,N,1905,08,others/unknown,mordiscos,piernas
USA,M,16,Y,1905,07,others/unknown,others/unknown,tronco
ITALY,M,8,Desconocido,1905,07,others/unknown,others/unknown,tronco
INDONESIA,M,unkwown,Y,1905,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1905,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1905,05,others/unknown,laceración,piernas
SOUTH AFRICA,M,26,Y,1905,04,others/unknown,mordiscos,piernas
AUSTRALIA,M,40,N,1905,03,others/unknown,mordiscos,piernas
AUSTRALIA,Desconocido,unkwown,Desconocido,1905,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,23,Desconocido,1905,02,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,51,Desconocido,1905,01,others/unknown,others/unknown,others/unknown
USA,Desconocido,unkwown,N,1905,00,others/unknown,golpe,others/unknown
PHILIPPINES,M,unkwown,N,1904,11,others/unknown,mordiscos,pies
INDIAN OCEAN,M,unkwown,Y,1904,10,others/unknown,others/unknown,others/unknown
CUBA,M,unkwown,Y,1904,09,others/unknown,others/unknown,piernas
CUBA,M,unkwown,Y,1904,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1904,07,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1904,07,others/unknown,others/unknown,tronco
ITALY,M,unkwown,Y,1904,07,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1904,02,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,30,Y,1904,02,others/unknown,others/unknown,others/unknown
NEW CALEDONIA,M,unkwown,Y,1904,01,others/unknown,others/unknown,others/unknown
REUNION ISLAND,M,16,Y,1904,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Desconocido,1904,00,others/unknown,mordiscos,piernas
PHILIPPINES,M,unkwown,N,1904,00,others/unknown,mordiscos,brazos
USA,M,unkwown,Y,1904,00,others/unknown,others/unknown,piernas
CUBA,M,unkwown,Y,1903,10,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1903,09,others/unknown,laceración,tronco
FALKLAND ISLANDS,M,28,N,1903,07,others/unknown,mordiscos,piernas
AUSTRALIA,M,unkwown,Y,1903,06,others/unknown,others/unknown,others/unknown
MEXICO,M,unkwown,Y,1903,05,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1903,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1903,03,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,Y,1903,01,bull,others/unknown,others/unknown
CRETE,M,unkwown,Y,1903,00,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1903,00,others/unknown,others/unknown,pies
NICARAGUA,M,30,Y,1902,12,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,17,Y,1902,11,others/unknown,others/unknown,others/unknown
USA,M,unkwown,N,1902,11,others/unknown,laceración,manos
ITALY,M,unkwown,Y,1902,08,others/unknown,others/unknown,others/unknown
CROATIA,M,unkwown,N,1902,08,others/unknown,others/unknown,others/unknown
USA,M,unkwown,Y,1902,08,others/unknown,others/unknown,brazos
ITALY,M,unkwown,N,1902,07,others/unknown,others/unknown,brazos
USA,M,unkwown,N,1902,07,others/unknown,mordiscos,brazos
PHILIPPINES,M,unkwown,N,1902,06,others/unknown,others/unknown,others/unknown
EGYPT,M,unkwown,N,1902,06,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,unkwown,Desconocido,1902,04,others/unknown,others/unknown,others/unknown
NEW ZEALAND,M,unkwown,N,1902,02,others/unknown,mordiscos,others/unknown
AUSTRALIA,M,unkwown,Y,1902,01,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,unkwown,Desconocido,1902,01,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,16,N,1902,01,others/unknown,mordiscos,piernas
AUSTRALIA,M,10,N,1901,12,others/unknown,laceración,piernas
PHILIPPINES,M,unkwown,N,1901,10,others/unknown,mordiscos,piernas
CYPRUS,M,14,Y,1901,09,others/unknown,mordiscos,piernas
SOUTH AFRICA,M,29,Y,1901,07,white,mordiscos,piernas
ITALY,M,20,Desconocido,1901,07,others/unknown,others/unknown,others/unknown
YEMEN ,M,unkwown,Desconocido,1901,06,others/unknown,others/unknown,others/unknown
PHILIPPINES,M,unkwown,N,1901,06,others/unknown,others/unknown,piernas
AUSTRALIA,M,unkwown,Y,1901,01,others/unknown,mordiscos,piernas
USA,M,unkwown,N,1901,00,others/unknown,mordiscos,tronco
AUSTRALIA,M,unkwown,Y,1900,12,others/unknown,others/unknown,others/unknown
SOUTH AFRICA,M,30,Y,1900,11,others/unknown,others/unknown,piernas
SOUTH AFRICA,M,unkwown,Desconocido,1900,10,others/unknown,others/unknown,others/unknown
AUSTRALIA,M,unkwown,N,1900,09,others/unknown,laceración,piernas
